gene,length,low-mg1,low-mg2,ns1,ns2
rsxA,582,67.672,70.3622,33.1196,29.374
rsxB,579,34.8065,45.4747,23.2343,25.5372
rsxC,2223,22.027,26.4034,43.4438,38.381
rsxD,1059,14.0814,14.8843,33.0872,26.7171
rsxG,621,10.437,9.18484,26.4754,19.4094
rsxE,696,12.4728,10.5063,36.6122,25.4853
nth,636,8.66636,8.63639,16.7742,10.979
dtpA,1503,149.146,146.118,185.72,262.734
gstA,606,134.927,85.9643,92.3652,114.033
pdxY,864,38.8725,36.5858,100.072,89.4588
tyrS,1275,124.78,120.165,296.142,298.99
pdxH,657,68.619,57.98,164.796,148.639
mliC,330,18.5856,18.2881,19.2929,21.4501
anmK,1110,21.8283,17.6209,26.8614,33.1738
slyB,468,6305.66,5808.05,670.995,787.488
slyA,435,375.728,361.486,99.1823,137.289
ydhI,237,99.4472,105.023,9.29604,12.1785
ydhJ,858,53.5615,56.8471,8.86832,8.4821
ydhK,2013,17.4913,18.7464,4.68127,6.28483
sodC,522,34.0187,21.6183,17.1616,23.8461
ydhF,897,24.7523,16.7089,30.2651,37.4001
ydhL,240,10.0762,9.04694,8.34574,11.8063
nemR,600,14.95,14.6337,10.9602,10.088
nemA,1098,19.9159,18.0058,31.3183,27.245
gloA,408,69.3478,48.0675,105.791,132.113
rnt,648,52.3089,47.1889,89.177,82.6022
lhr,4617,8.53975,7.87088,10.1318,12.1096
grxD,348,463.87,371.228,392.107,391.104
mepH,816,30.0003,25.3018,42.4052,40.3595
sodB,582,346.357,225.494,303.079,286.533
ydhP,1170,43.2722,43.7356,15.6947,13.9203
cydH,90,99.6251,100.994,41.1658,50.2612
purR,1026,96.5354,116.344,171.731,167.422
ydhB,933,7.40122,9.12083,6.86413,9.70853
ydhC,1212,13.4397,13.3709,14.6331,17.2528
cfa,1149,164.205,120.507,140.186,175.806
ribC,642,48.3154,37.0704,73.0395,94.5391
mdtK,1374,81.0278,80.4683,28.9996,45.5637
ydhQ,1257,39.07,33.2152,38.9914,54.3248
valV,77,9.6488,8.18776,5.49258,7.1593
valW,77,57.7017,71.1979,15.8709,31.1532
ydhR,306,131.622,127.087,32.9215,57.0812
ydhS,1605,7.651,6.7422,3.97631,5.39782
ydhT,813,2.64514,3.06278,1.72964,2.12342
ydhU,786,3.16787,2.99251,2.07649,2.90583
ydhX,669,5.72658,4.40758,3.3397,5.8343
ydhW,648,3.29269,3.07599,1.74325,3.44176
ydhV,2103,1.11569,0.979428,0.80061,1.49136
ydhY,627,0.799142,0.629911,0.640549,1.69374
fumD,210,9.51396,10.246,13.4644,28.104
pykF,1413,360.453,254.694,750.566,609.127
lpp,237,15933.1,11737.5,30887.6,33652
ldtE,1005,37.0289,27.0411,22.0426,34.0194
sufE,417,11.3478,9.06758,40.84,75.2583
sufS,1221,17.0237,14.206,55.118,110.675
sufD,1272,17.1429,12.3907,63.7446,133.272
sufC,747,12.2717,9.53705,42.1288,83.6856
sufB,1488,18.0483,13.6851,63.8754,123.958
sufA,369,23.5398,16.982,50.0113,101.983
rydB,68,37.0706,37.0652,17.1254,29.6748
ydiH,189,526.145,416.356,278.41,340.374
menI,411,13.4385,14.6033,34.4171,38.1449
ydiJ,3057,24.5695,24.1092,106.288,96.6797
ydiK,1113,51.7353,42.7857,46.0402,64.6651
rprA,106,8.47279,8.68376,0.939871,3.97633
ydiL,357,1.9445,2.90379,0.351139,1.11418
ydiM,1215,0.878683,1.00621,0.165405,0.371759
ydiN,1266,0.217217,0.60992,0.0595301,0.0839517
ydiB,867,1.15636,1.01747,0.753088,1.07225
aroD,759,14.6554,9.86539,28.2842,37.6132
ydiF,1596,0.506859,0.466606,0.708434,1.33208
ydiO,1152,1.93763,2.08248,1.28651,1.9373
ydiP,912,3.3513,2.87174,1.78992,3.90283
ydiQ,765,2.40934,1.77052,1.02854,1.50985
ydiR,939,2.13558,2.05524,1.60478,1.78221
ydiS,1290,2.24465,1.79575,1.24637,2.08037
ydiT,294,0.93293,0.904371,0.76703,1.5324
fadK,1701,2.51111,2.36207,1.9351,2.28107
ppsA,2379,117.092,92.3171,156.173,86.8587
ppsR,834,28.772,20.2502,54.92,54.9349
aroH,1047,46.6672,45.3573,267.369,116.288
ydiE,192,23.6545,25.6446,70.9956,91.762
ydiU,1437,37.9059,39.7286,35.0723,33.027
rflP,714,13.2682,10.3319,10.1621,16.0666
nlpC,465,64.3394,42.721,57.6745,86.1092
btuD,750,40.7637,31.6536,34.3144,31.1594
btuE,552,69.938,51.4048,48.5555,50.1059
btuC,981,26.196,23.0834,22.8629,22.3944
ihfA,300,420.055,339.775,453.884,501.267
pheT,2388,87.4508,69.7693,305.214,232.491
pheS,984,93.1406,75.9226,334.344,254.74
pheM,45,187.23,208.592,115.87,128.334
rplT,357,6169.35,6096.55,7109.79,5951.41
rpmI,198,7969.58,7793.06,9911.58,8045.26
infC,543,3870.91,3891.17,4189.21,3636.9
thrS,1929,418.727,362.461,754.338,844.982
yniD,108,6.98061,9.36843,5.53575,3.17149
ydiY,759,40.8987,43.3351,98.7468,69.1034
pfkB,930,15.5979,12.1739,12.3682,15.6808
ydiZ,291,33.0989,24.8579,7.83521,11.9298
yniA,861,53.0558,36.393,24.0916,44.4223
yniB,537,38.5468,31.1043,34.0205,41.4692
hxpB,669,38.2497,32.2399,55.7242,60.129
ydjM,591,5.46928,4.89507,3.10023,3.68331
tcyP,1392,305.977,303.76,500.755,736.817
ydjO,804,5.16844,6.69687,3.43549,6.63966
cedA,243,25.4115,24.8088,16.4863,19.1809
katE,2262,30.5182,17.4358,17.3313,14.2065
chbG,750,12.7616,11.0494,6.62853,11.1182
chbF,1353,2.18804,2.677,1.39263,2.396
chbR,843,4.60353,3.60791,3.72357,5.32464
chbA,351,5.10508,3.13624,2.64272,4.98594
chbC,1359,5.38049,4.84334,2.40324,2.56141
chbB,321,28.2052,20.2278,21.7841,25.8484
osmE,339,32.1401,27.4365,21.0745,32.3011
nadE,828,59.1712,41.5925,110.908,137.193
cho,888,15.1147,14.6118,21.2982,26.5319
ves,576,47.8658,36.4159,194.81,208.908
spy,486,38.2621,24.8031,15.7457,19.1111
astE,969,3.30457,2.74092,3.99155,2.11089
astB,1344,7.78761,7.05191,14.0008,5.951
astD,1479,5.96152,4.5936,11.1438,4.86915
astA,1035,7.67262,5.78973,20.1181,6.41691
astC,1221,16.2023,10.3741,44.5635,13.6875
xthA,807,53.5161,39.44,82.0834,67.6311
ydjX,711,5.41152,4.38016,15.8194,38.6924
ydjY,678,3.05184,3.30591,10.2195,47.1131
ydjZ,708,6.53043,5.7222,9.00699,39.8688
ynjA,549,8.97758,8.17931,9.5995,34.3758
ynjB,1167,6.88867,6.54529,10.612,33.7405
ynjC,1536,2.61216,2.70542,3.30422,9.75778
ynjD,654,5.66,4.74729,5.06669,12.6666
ynjE,1308,5.83747,4.86336,27.043,94.4422
ynjF,621,11.0617,9.98352,7.35653,10.346
nudG,408,10.4101,9.69448,64.7902,62.3507
ynjH,273,13.4712,10.1733,88.7295,111.51
gdhA,1344,68.3432,45.9913,199.674,205.557
ynjI,1041,6.1214,6.79819,7.9623,11.3563
topB,1962,28.5515,24.248,75.0532,86.6973
selD,1044,58.4201,47.6268,113.317,145.224
ydjA,552,87.1809,64.647,129.436,170.658
sppA,1857,34.8875,34.3278,82.1904,93.3285
ansA,1017,28.8477,25.43,76.4619,61.6206
pncA,642,31.5976,24.952,82.7755,69.064
ydjE,1359,2.40455,2.44873,1.4974,1.52511
ydjF,759,7.24248,6.48816,5.68993,7.38269
ydjG,981,4.58306,4.03772,2.53464,3.08702
ydjH,948,1.38179,1.67707,1.4306,1.51312
ydjI,837,0.676155,0.768466,0.720044,1.36449
ydjJ,1044,0.852057,0.721885,0.745826,0.788844
ydjK,1380,0.64475,0.612865,0.782829,0.693194
ydjL,1077,1.17138,1.57879,1.39934,1.89941
yeaC,273,99.8523,87.4301,108.274,103.552
msrB,414,181.201,129.083,284.796,244.644
gapA,996,992.389,629.589,6892.14,9811
yeaD,885,27.8832,21.4104,99.6865,160.15
yeaE,855,13.825,12.2196,11.6603,15.284
mipA,747,171.435,140.442,467.303,404.172
yeaG,1935,67.0308,36.2093,33.8294,33.583
yeaH,1284,21.4552,12.6862,11.9545,13.3269
cdgI,1476,1.26049,1.1336,0.357463,1.8724
dgcJ,1491,18.9343,20.4772,6.4539,7.61036
yeaK,504,61.4544,46.7997,82.6435,110
yoaI,105,16.8,17.8785,16.1285,21.8253
yeaL,447,16.2975,16.2226,16.443,17.3321
nimR,822,9.22561,9.83679,8.0954,9.62858
nimT,1182,6.76027,7.32549,5.05806,5.68698
yeaO,348,28.6208,20.5871,27.1586,41.7543
yoaF,255,20.1731,16.1712,20.7221,25.1375
dgcP,1026,27.6649,24.1591,71.5078,68.227
yoaK,99,1.94269,2.94388,3.51982,8.24342
yoaJ,75,4.04727,2.42096,1.65405,6.99781
yeaQ,249,95.6451,76.9457,34.8965,40.1003
yoaG,183,3.78332,3.44986,1.77631,3.32396
yeaR,360,2.10772,1.70741,1.04466,1.10492
leuE,639,16.846800000000002,19.4198,6.48181,9.51484
dmlR,924,6.91317,5.68885,5.76217,11.0391
dmlA,1086,4.76587,4.13856,4.94967,6.55619
yeaV,1446,1.44326,1.46863,0.486499,0.624822
yeaW,1125,1.58153,1.48697,1.11641,1.48781
yeaX,966,2.22663,2.72088,1.55997,1.42996
rnd,1128,36.4362,33.2702,57.4982,58.5535
fadD,1686,11.4485,11.1901,19.6274,14.943
yeaY,582,71.7817,61.5728,51.7925,55.5096
tsaB,696,23.4823,27.1501,53.3131,51.4284
yoaA,1911,12.9631,14.858,21.1442,21.3067
yoaB,345,89.8353,62.9882,160.005,163.009
yoaC,300,34.6909,29.4021,6.34803,9.01114
yoaH,180,38.818,37.0018,17.224,22.1842
pabB,1362,16.8898,15.7062,28.5356,28.6792
nudL,579,21.5203,18.9386,31.5136,35.9905
sdaA,1365,84.643,66.8219,54.0562,72.0467
pdeD,1599,6.56669,5.35879,3.06413,3.5234
yoaE,1557,12.6146,10.977,38.2933,62.6219
yoaL,159,9.51108,7.4172,74.0104,104.372
manX,972,45.3893,32.0049,337.874,616.146
manY,801,72.1847,47.9253,371.794,690.224
manZ,852,53.4448,40.7566,216.459,439.34
yobD,459,8.16492,7.19971,14.593,29.7711
mntP,567,10.1752,11.1918,1.59348,2.43445
rlmA,810,40.5426,44.9432,35.4958,37.3136
cspC,210,747.076,720.492,1693.54,1810
yobF,144,951.136,830.949,2560.1,2429.56
yebO,288,3095.64,3332.05,113.876,113.728
mgrB,144,11493.2,11272.3,271.009,270.135
yobH,240,58.0388,62.3361,16.6915,18.2059
kdgR,792,69.9621,57.634,80.0852,87.1859
yebQ,1374,9.17185,9.75495,4.58948,3.90656
htpX,882,101.315,100.008,152.672,233.814
prc,2049,139.076,135.441,250.9,252.777
proQ,699,384.583,407.018,658.709,581.256
msrC,498,98.3348,89.6549,201.284,248.438
letA,1284,36.3167,37.178,10.7871,12.0646
letB,2634,22.1202,22.8123,21.3027,25.2697
rsmF,1440,10.0213,10.7574,23.5538,25.8535
yebV,237,241.612,158.365,91.2702,96.4228
yebW,192,22.8157,20.0199,8.98843,14.7425
pphA,657,17.8375,17.9099,4.77613,5.77905
ryeA,272,154.182,151.777,109.591,108.802
sdsR,104,0,0,0,0
yebY,342,63.4819,56.6998,87.519,95.2804
yebZ,873,90.0216,90.2806,109.081,96.5698
yobA,375,201.244,183.454,248.206,226.949
holE,231,519.237,481.117,136.545,144.191
yobB,657,15.3034,13.0025,21.5881,23.8436
exoX,663,41.2773,34.9697,33.9638,41.5295
ptrB,2061,10.2536,8.85609,16.57,19.7568
yebE,660,66.3483,42.5605,21.1858,40.9536
yebF,357,75.7902,58.9496,49.5106,52.292
yebG,291,117.925,99.1481,190.284,200.986
purT,1179,48.7456,60.5305,255.634,163.809
eda,642,124.402,104.687,143.811,160.584
edd,1812,9.08124,8.78354,15.684,22.2942
zwf,1476,107.58,78.3432,202.545,246.509
yebK,870,39.3854,38.5835,35.7062,57.9461
pykA,1443,95.7218,69.9656,181.179,388.471
lpxM,972,26.6379,27.476,25.6842,25.5258
mepM,1323,61.0025,54.767,48.745,58.2446
znuA,933,41.4953,35.7742,71.8445,87.4052
znuC,756,25.5988,23.6492,34.7066,40.8536
znuB,786,19.9741,22.1399,19.1357,23.5169
ruvB,1011,50.2469,48.189,45.6125,51.5017
ruvA,612,42.6515,38.3293,38.9633,47.7176
yobI,66,4.10768,3.84462,0.375247,0.396891
yebB,603,2.01023,2.31514,0.249751,0.44026
ruvC,522,52.9937,56.1477,255.646,224.682
yebC,741,89.7163,83.0322,280.284,277.027
nudB,453,85.2601,71.672,249.754,223.218
aspS,1773,118.06,104.842,319.074,305.13
yecD,567,40.6722,29.9312,29.3466,34.5037
yecE,819,21.4407,14.8989,20.7878,20.6896
yecN,396,61.4125,50.6791,47.6233,63.0297
cmoA,744,29.5749,26.2406,46.9421,55.1108
cmoB,972,21.6797,21.5761,48.6552,52.5275
torZ,2430,3.18321,3.11826,2.96817,3.90507
torY,1101,1.83633,1.70302,0.66162,1.08587
micL,80,0.199865,0,0.31039,0.656585
cutC,747,37.0747,36.9953,34.452,39.6031
yecM,567,14.1084,14.6579,11.9954,18.6797
argS,1734,64.2151,63.5331,144.024,117.601
yecV,45,7.7426,8.79965,12.5708,6.35888
yecT,489,5.98005,7.92295,20.2672,15.141
flhE,393,4.8485,4.9734,24.312,27.3341
flhA,2079,3.985,3.25083,92.2381,93.2243
flhB,1149,3.70237,2.79189,78.4416,90.1805
cheZ,645,23.6571,14.9245,709.373,638.653
cheY,390,14.1603,7.69381,327.419,339.571
cheB,1050,8.57975,6.21478,209.05,239.932
cheR,861,11.5126,8.9008,229.57,280.632
tap,1602,18.6533,12.2872,334.965,415.613
tar,1662,47.9929,29.5019,894.029,1009.99
cheW,504,49.1443,36.6892,1020.45,1131.91
cheA,1965,83.5557,62.3011,844.493,923.202
motB,927,127.332,99.1934,325.215,424.235
motA,888,163.457,142.165,379.471,494.893
flhC,579,30.8988,26.3458,144.997,184.721
flhD,351,22.5359,16.3084,188.776,226.105
insB5,504,55.1127,51.9401,59.0524,46.0303
insA5,276,19.3817,21.0063,13.9644,17.2585
uspC,429,6.21209,5.60536,6.78237,13.1103
otsA,1425,29.3242,22.2056,15.0039,17.0067
otsB,801,43.2987,34.4929,14.8905,17.772
araH,987,10.962,10.9781,5.72556,9.04333
araG,1515,4.74139,4.86682,4.41138,7.19168
araF,990,2.90783,2.05158,4.28751,8.04996
ftnB,504,35.4877,30.0035,40.1767,54.7104
yecJ,252,91.6954,66.7973,151.545,89.1295
azuC,87,108.54,94.9235,47.1404,12.9937
yecR,324,12.0546,10.6433,247.548,311.491
ftnA,498,88.1802,64.3237,153.822,141.698
yecH,240,6.18006,6.68023,7.61549,24.0539
tyrP,1212,22.5686,24.8913,13.7626,12.6711
yecA,666,49.1255,41.4328,26.6116,45.8876
3'ETS-leuZ,67,5.23764,7.98203,3.32756,5.47476
leuZ,87,3.12743,5.43615,3.42839,1.81307
cysT,74,117.856,108.31,150.849,195.006
glyW,76,13265.6,18192.8,1125.41,1176.36
pgsA,549,33.7321,31.5631,57.917,78.2763
uvrC,1833,39.996,43.6105,92.2588,122.026
uvrY,657,90.3685,85.7048,111.57,134.373
yecU,177,0.636649,1.39545,0.564979,2.09148
yecF,225,32.5214,33.9084,33.04,27.4153
sdiA,723,19.5879,16.9888,15.2447,17.0055
sdsN,137,7.39066,8.86631,7.65178,6.93696
tcyN,753,22.4586,18.7653,62.6872,77.4474
tcyL,669,28.198,22.7657,81.6913,99.3021
dcyD,987,28.9208,27.0495,70.0299,93.6092
tcyJ,801,133.469,121.465,341.48,545.528
fliZ,552,24.8837,16.1534,718.103,759.618
fliA,720,46.6138,34.119,1205.78,1327.41
fliC,1497,836.882,462.229,18335.2,18670.6
fliD,1407,28.9058,17.4519,1218.17,1233.36
fliS,411,10.5701,6.40848,401.96,470.454
fliT,366,9.74873,6.14144,340.541,367.284
amyA,1488,28.4749,18.7761,78.0756,91.0082
yedD,414,89.3715,80.0479,85.9659,110.275
yedE,1206,16.0415,13.7728,58.1984,82.9696
yedF,234,12.3313,8.57327,37.2309,46.2809
yedK,669,3.72107,3.17181,1.31336,2.14321
yedL,480,6.19291,4.51375,44.8994,32.3965
fliE,315,6.60883,5.2403,399.958,398.623
fliF,1659,4.70068,3.24758,286.25,320.366
fliG,996,5.91055,4.29993,355.84,390.207
fliH,687,6.91801,4.54633,366.087,381.869
fliI,1374,4.20327,3.04424,276.484,259.98
fliJ,444,2.29194,1.42646,115.934,98.3594
fliK,1128,4.81801,3.77275,170.891,129.849
fliL,465,16.7449,12.0424,807.011,815.612
fliM,1005,8.12672,5.58745,393.693,404.849
fliN,414,5.77345,4.83258,251.355,262.777
fliO,366,4.76409,3.6598,204.626,185.272
fliP,738,3.0669400000000002,2.65159,118.801,110.541
fliQ,270,4.18168,4.20943,75.5174,68.8833
fliR,786,4.25812,4.51214,34.0865,30.8491
rcsA,624,9.2213,8.81693,40.0656,27.4852
dsrB,189,22.5795,24.0159,22.0981,29.8107
yodD,228,25.5915,22.8986,4.7209,6.73501
dsrA,91,0.175968,0.299988,0,0.28904
yedP,816,16.407,11.8345,5.50837,7.38839
dgcQ,1695,17.2963,16.8642,8.00498,11.775
yodC,183,24.6355,23.0491,7.78842,10.2609
yedI,918,17.845,14.5052,15.2381,18.0268
yedA,921,10.0787,8.45129,6.43536,5.33564
vsr,471,8.67762,8.71236,9.05522,10.0846
dcm,1419,38.0215,32.4449,47.2555,45.9737
yedJ,696,61.2723,54.1551,37.7304,41.0893
yedR,366,42.171,38.9042,15.6193,16.81
rseX,91,0.175968,0.799968,0,0.86712
hchA,852,45.3788,26.7361,17.2424,28.8674
hprS,1359,5.48762,5.93917,5.69382,9.28754
hprR,672,9.81448,9.24064,7.99449,10.6288
hiuH,414,5.03227,3.67985,3.69551,5.38241
msrP,1005,16.6075,14.5127,6.2479,7.7449
msrQ,636,61.8336,66.2605,4.73624,6.30353
zinT,651,0.720066,0.620834,5.5913,7.99382
yodB,531,39.3468,25.9388,3.54439,3.69884
serU,90,33.0898,27.7,58.8478,96.1392
mtfA,798,25.3473,18.2611,34.7388,56.4782
asnT,76,10.3547,8.18409,8.97913,10.7057
yeeJ,7077,9.1581,8.12344,4.27314,5.66172
shiA,1317,15.9434,13.7855,88.8729,121.398
amn,1455,74.6187,46.9649,102.017,129.543
yeeN,717,31.2733,22.9222,121.681,124.959
asnW,76,10.3547,8.18409,8.97913,10.7057
yeeO,1644,5.85562,6.15732,2.65935,3.50784
asnU,76,10.3547,8.18409,8.97913,10.7057
cbl,951,21.4097,23.0184,22.7911,22.346
nac,918,7.90957,6.55686,89.0213,31.8579
asnV,76,10.3547,8.18409,8.97913,10.7057
ldtA,933,29.8822,27.589,15.0472,25.5383
cobT,1080,22.2244,18.978,20.0946,33.3073
cobS,744,17.645,19.1649,26.0865,20.845
cobU,546,18.4976,18.9374,18.2012,22.022
insH6,981,20.2122,23.4636,7.51377,10.2674
insD3,906,14.8444,15.3784,9.78035,19.3647
insC3,366,18.6226,16.0471,19.467,25.215
isrC,195,3.0561,2.48766,3.07856,2.44209
flu,3120,10.4002,7.5548400000000004,19.4946,13.6068
yeeR,1533,5.92052,5.42742,2.73705,2.5829
yeeS,447,4.15568,5.05158,1.45911,2.84911
yeeT,222,1.81492,3.17655,1.46565,2.74264
cbeA,369,3.6316,4.25172,1.01925,2.73104
cbtA,375,2.32503,1.95737,1.13672,1.41445
yeeW,195,28.4961,31.0722,6.41366,7.46195
yoeF,357,7.77799,8.37732,3.93276,6.61078
yeeX,330,329.895,235.383,437.661,595.943
yeeA,1059,14.1578,12.0029,11.5034,13.5216
sbmC,474,32.9575,24.4807,15.7201,24.8562
dacD,1167,9.79938,10.3653,6.41454,7.19433
sbcB,1428,31.4832,30.2963,39.0055,48.7731
yeeD,228,354.322,342.154,225.066,467.735
yeeE,1059,207.373,218.917,139.441,303.371
plaP,1359,51.567,58.2485,231.173,161.799
yoeI,63,38.1961,59.2226,164.206,120.909
yeeY,930,25.3704,23.5673,9.45171,12.9103
yeeZ,825,135.784,122.803,118.555,155.558
yoeB,255,69.3095,77.4063,22.4899,33.8629
yefM,252,158.883,160.939,70.0585,78.1985
hisL,51,9.65118,20.1684,14.0213,19.4324
hisG,900,67.0203,42.69,133.381,155.802
hisD,1305,67.4338,43.4764,136.43,152.24
hisC,1071,67.822,44.2904,136.707,149.826
hisB,1068,79.1432,52.9431,141.724,165.072
hisH,591,71.5109,48.1427,133.352,147.512
hisA,738,46.2889,35.1055,76.6834,88.0512
hisF,777,57.286,40.2277,118.631,121.508
hisI,612,70.5928,52.1212,148.512,154.952
wzzB,981,186.389,196.387,250.75,235.426
ugd,1167,15.8148,13.2008,18.1889,16.6653
gnd,1407,369.854,270.063,1086.8,972.92
insH7,981,177.589,179.409,106.721,133.379
wbbK,1119,38.6659,31.1227,90.1055,88.3462
wbbJ,591,51.5753,39.6268,128.171,114.632
wbbI,993,45.1959,38.52,120.75,102.648
wbbH,1167,27.5824,22.5659,53.4043,52.7963
glf,1104,48.2596,42.9344,107.164,93.6605
rfbX,1248,24.7178,22.5977,63.1256,49.8195
rfbC,558,39.3287,35.1034,108.302,79.6324
rfbA,882,60.0811,49.5196,154.124,120.581
rfbD,900,75.7527,61.1096,239.724,170.972
rfbB,1086,67.8243,62.637,192.667,149.691
galF,894,173.323,142.096,289.17,276.435
wcaM,1395,4.09366,4.07921,3.47587,5.80979
wcaL,1221,2.76884,3.35011,2.57176,3.69934
wcaK,1281,2.02048,2.21738,3.13779,3.73362
wzxC,1479,1.08292,1.28049,0.985277,0.934303
wcaJ,1395,1.26405,1.29164,1.15262,1.08576
cpsG,1371,2.04133,1.41481,2.03405,2.05446
cpsB,1437,1.93638,1.51621,1.83579,2.20056
wcaI,1224,1.14975,1.58459,1.37509,1.34587
gmm,480,1.68286,1.91261,2.0385,1.10568
fcl,966,2.36056,2.1025,2.78195,2.50242
gmd,1122,1.84524,1.36807,3.91787,4.21489
wcaF,549,0.559259,0.301079,0.365695,0.870274
wcaE,747,0.497792,0.627248,0.806681,0.746558
wcaD,1218,0.557786,0.62639,0.412495,0.545359
wcaC,1218,1.39447,1.24523,1.29936,1.76696
wcaB,489,2.47792,1.80238,2.41154,1.95368
wcaA,840,1.02024,1.44394,0.956635,1.86553
wzc,2163,1.27927,1.36464,1.20828,1.24111
wzb,444,0.582079,0.661547,0.451983,0.35854
wza,1140,1.13508,0.951408,1.1458,1.32842
yegH,1584,9.33553,9.08355,18.067,21.6928
asmA,1854,34.1672,32.5434,33.4362,43.3065
dcd,582,136.316,129.221,129.503,159.048
udk,642,62.2637,60.1052,166.529,126.921
dgcE,3318,14.7745,12.9499,16.8772,18.74
alkA,849,10.4562,9.24292,6.50723,8.66576
yegD,1353,8.63258,8.90068,16.9715,15.9864
yegI,1947,3.79795,4.00004,2.05211,2.75745
yegJ,462,1.78325,1.41074,0.597316,0.631768
pphC,762,2.01568,2.48378,0.593117,0.453069
yegL,660,3.35538,2.71396,1.10303,1.44826
sibA,144,39.0771,43.3334,25.1416,42.7301
ibsA,60,0,0,0,0
sibB,136,12.5259,7.65517,8.44169,9.705
ibsB,57,0,0,0,0
mdtA,1248,7.8029,7.21829,6.46152,8.15422
mdtB,3123,6.25487,6.44622,8.92509,8.31629
mdtC,3078,5.11594,5.79048,5.60969,5.75189
mdtD,1416,4.867,5.01857,3.40662,3.11519
baeS,1404,4.87401,4.26915,4.06202,4.10704
baeR,723,19.1407,16.1883,32.5382,39.9977
yegP,333,52.881100000000004,29.4443,17.7647,29.2986
trhP,1362,52.2374,46.4369,95.3092,76.8681
cyaR,87,19.1325,18.3993,37.1409,26.2895
ogrK,219,11.1852,8.44693,9.82806,13.0541
yegR,318,8.77965,5.13334,9.93052,12.0038
yegS,900,15.2727,11.3847,3.54381,4.51557
insE5,300,17.5767,17.6046,16.3879,20.6019
insF5,867,19.0613,20.1035,7.69888,10.3977
gatD,1041,8.94905,9.82648,21.0639,61.6305
gatB,285,26.661,23.7067,284.557,548.384
gatA,453,35.0882,28.7944,345.281,694.313
gatZ,1263,58.8903,42.8685,505.417,964.832
gatY,855,90.9312,71.6303,973.354,1761.42
fbaB,1053,142.691,82.884,61.6374,71.9288
yegT,1278,1.51891,1.55365,2.81098,3.22261
yegU,1005,4.48981,4.5358,9.59678,11.8685
yegV,966,6.93257,6.20771,7.87156,8.48971
yegW,747,18.4163,18.4545,18.9988,21.02
yegX,819,8.68682,8.89672,12.9387,13.912
thiD,801,79.3103,62.6997,111.695,107.494
thiM,789,149.985,114.157,192.763,169.48
rcnR,273,40.2954,38.1415,13.9471,15.3339
rcnA,825,21.3633,20.4374,4.87003,5.3119
rcnB,339,88.6114,75.0041,40.6702,42.4685
yehA,1035,0.921965,1.04783,0.169875,0.744362
yehB,2481,0.834892,0.767254,0.293757,0.846392
yehC,720,0.0673609,0.0382786,0.139482,1.77032
yehD,543,0.416631,0.0845554,2.07972,10.2163
yehE,282,30.2044,26.4611,11.9933,12.779
mrp,1110,112.391,90.1332,189.818,195.883
metG,2034,68.8135,51.5948,210.917,185.802
yehF,825,3.44949,3.60857,1.6132,1.60967
yehI,3633,3.42136,3.73656,2.76737,2.86113
yehK,318,0.91349,0.778652,0.236441,0.666876
yehL,1089,1.05452,1.28288,0.461313,0.707485
yehM,2280,1.76014,1.54067,0.727463,1.29403
yehP,1137,1.2092,1.26111,0.729061,0.654277
yehQ,1845,5.93716,6.49855,1.86587,2.52088
yehR,462,3.32173,3.73549,1.57474,2.01017
yehS,471,49.4247,46.9532,49.2711,59.5496
btsR,720,9.40808,9.00824,13.8435,17.9614
btsS,1686,9.50041,10.203,12.5782,18.9941
mlrA,732,38.5622,33.8993,5.69372,6.34863
yohO,108,3.26752,2.36321,2.07591,1.46376
yehW,732,9.05528,7.7061,3.91015,4.06312
yehX,927,5.35565,4.82782,2.70922,3.43858
yehY,1158,9.74976,7.63593,3.79618,3.94631
osmF,918,19.0605,13.9046,5.96394,6.7709
bglX,2298,49.0179,40.7481,57.293,64.2874
dld,1716,48.8689,30.6904,107.668,120.29
pbpG,933,30.5582,26.2298,66.2994,82.1951
yohC,588,48.1824,32.6595,6.6162,9.39061
yohD,579,14.0957,12.9271,7.62916,12.9749
yohF,762,11.012,9.05494,4.28362,5.95961
yohP,84,48.5672,39.1796,10.3524,10.3238
dusC,948,9.72368,12.3308,7.36496,8.99466
yohJ,399,7.4065,8.07268,4.71404,9.10765
yohK,696,13.007,10.7571,7.68314,11.4073
cdd,885,29.2902,27.4743,48.0981,96.7926
sanA,720,19.3101,15.2604,15.2732,20.1005
yeiS,240,10.009,8.89425,11.7884,12.689
preT,1239,1.97141,1.80283,2.04782,2.7235
preA,1236,2.72217,2.97482,2.45928,2.8161
mglC,1011,8.71842,9.67234,7.65178,5.09762
mglA,1521,9.23267,9.92496,6.45884,4.64743
mglB,999,3.95013,3.58786,16.0655,13.8011
galS,1041,4.5056,4.28198,4.92215,6.27789
yeiB,1158,16.6081,16.9943,19.9354,20.764
folE,669,223.603,158.893,558.33,380.301
yeiG,837,80.7908,54.3854,194.562,226.728
cirA,1992,83.496,80.0733,1726.59,1860.46
lysP,1470,37.4407,38.781,87.5254,70.6822
yeiE,882,20.0209,15.9092,34.1675,32.7653
yeiH,1050,20.6253,19.9923,24.4957,18.4953
nfo,858,38.8425,27.8666,46.6246,57.8578
yeiI,1089,14.2731,11.9342,19.2367,25.1279
nupX,1251,2.15941,2.93183,1.14462,1.35932
rihB,942,1.2704,1.25849,0.319935,0.451185
